sentiment,text
NEGATIVE,Nothing has changed. Still sucks! I should have read my own review before going back.
POSITIVE,Great food and a great atmosphere!  I have been celiac for about a year now and TWCG has a great gluten-free menu too!  Love it!Dr. Michael L. Johnson
NEGATIVE,Had dinner here last night.  Service was pleasant and efficient.  Eggplant Parm was SALTY.  Veal Parm was tough and so thin.  Maybe 1/16 inch?  The
POSITIVE,"First, I hope if you're having to look up reviews for a collision shop...I hope you (the reader), your loved ones, and your vehicle are ok.I've had to deal with"
NEGATIVE,I've always wanted to eat here since it's very visible from the strip. I finally got a chance on an impromptu Vegas trip. Came here on a Saturday evening for
POSITIVE,We took our Shih tzu in this morning for a much needed cut and grooming and they did a great job. He was ready in just a little over an
NEGATIVE,After reading other reviews..I decided I should go ahead and voice my opinion of the place as well. I would never have thought it would cost $25 for lunch for
NEGATIVE,Brace yourself. This is a sad story.I had a 2 year old husky named Kiba. Kiba developed coughing and sneezing the same time my other dog did. I gave him
POSITIVE,We came here on a weeknight with a groupon and figured we may as well give it a shot since we were in this part of town already. The first
NEGATIVE,DO NOT GO HERE. If I could give -5 stars I would. The girl who helped me take off my gel nails filed my nails down so much that one
POSITIVE,An excellent happy hour value - great food and drink options.  I was there after a spring training game and they were slammed with customers. The staff all pitched
POSITIVE,What can I say about this place other than it was the absolute best dining experience my husband and I have had in a very very long time and if
POSITIVE,"It would definitely be a 5star for their beer. They change the menu seasonally(?) but there are always lots of options, also feel free to ask for recommendation or advise,"
NEGATIVE,"Let me just say, the food here taste awful.  The Taiwanese Beef noodle isn't authentic at all.  No one from Taiwan would put Napa cabbage and cilantro in"
NEGATIVE,"I really wanted to like this place. I had heard some good things about it, but I was disappointed, although I can't speak for the food b/c I walked out."
POSITIVE,"PRICE         3     stars    (Mediocre, depends on how much you order )FOOD"
POSITIVE,Still the closest bar to where I live where everyone knows my name and my beer is at my fingertips before I even get to the bar.  I am
NEGATIVE,"Went here yesterday during a layover.  Five hours later, I ended up with massive food poisoning that has continued through most of today. I would be wary of giving"
NEGATIVE,This place is destined to last about as long as all the preceding restaurants in this location. There were more waitresses than diners and their very loud conversation dominated the
NEGATIVE,Horrible breakfast croissant ever!!  Might have had sand in it. Don't wast your money!
NEGATIVE,Got my nails done by the owner a few months back. It was terrible. Although he was very nice he paid no attention to what he was doing and was
POSITIVE,"Whenever someone asks me about a special restaurant in pittsburgh, I recommend this place"
NEGATIVE,"I agree with the poor reviews on this place.I have found the food to be expensive and very boring.The drinks are ok, the beer is ok, the atmosphere is ok."
NEGATIVE,Diner food done at a typical diner level.
NEGATIVE,This store is down right Stinky! The smell I endured on my last and final visit was enough to make me run and stick my face in a bowl of
NEGATIVE,Took around 30 minutes or more to get our drinks every time we ordered with. zero apologies.  Pours were very very week as well.   Wasn't even crowded
NEGATIVE,So disappointing! How do I begin? I went to Crackers and Co. this morning for my sister's baby shower. I know everyone raves about this place and I was excited
NEGATIVE,just I went for breakfast  this morning  to this place. I didn't  like there food and services was so bad  I think they should have 
POSITIVE,Always perfect. Wally and his team deliver exceptional service and a genuine opinion.
POSITIVE,I really like this mall.  There are a wide variety of stores that are affordable for most people.  I usually go to Northlake if I am in the
NEGATIVE,"Drove by today and decided to check the place out.  We ordered three pieces of candy, buttercream, amaretto cream and chocolate mousse. The flavors were a bit bland, honestly,"
POSITIVE,Great spot for breakfast in The Hotel.  We ate here two mornings in a row as it took less then 5 minutes to get to the restaurant from the
NEGATIVE,"We went there on a Friday night last week for a friends birthday,  We sat at a table in the back near the bar.   The chairs were"
POSITIVE,I had Campbell for my style and I was completely 100% happy with it. Everyone was extremely friendly and helped me in anyway I needed. I would recommend coming here.
NEGATIVE,"This was one of the worst restaurant meals of my life.My fiance and I came here on a recommendation from our hotel, and after hearing how many Michelin stars this"
POSITIVE,"For awhile, this place was a pain in the ass to find only because I'm coming from the North. So jumping on the freeway, figuring out when to make your"
POSITIVE,"Excellent crepes!  Strong, good coffee.  Big portions.  Great for breakfast.  Very accomodating for kids.  Strongly recommend for a simple affordably priced breakfast in old Montreal"
POSITIVE,"Had dinner here after catching a movie at Sundance. I followed the recommendations of my fellow Yelpers and got a full order of the beef with ""the works"". Once again"
NEGATIVE,"I remember coming to Kabuto and the chefs would actually entertain you - no matter how old you are. Nowadays, you can't get them to smile at you. I went"
POSITIVE,This is a great place for a large piece of great pizza.  It is great place to get filled with some great Italian- fast food Resturant.
POSITIVE,Asses quesadillas were great
NEGATIVE,"$11 to feel like you're gonna die... No thanks. The ""barracho burro"" looks like canned meat. Both my coworker and I have taken turns in the restroom all afternoon. I'll"
NEGATIVE,Slowwwwwwww service!!!!!!! Asked for water with lemon and had to ask 3 waiters for the lemon
NEGATIVE,Went there for lunch with a coworker on opening day...good food that was way over-priced...  $11 to $14 for a roll.  They offered no lunch specials.
NEGATIVE,"We have been to Sas cupcakes several times and I have been less than impressed during each visit.  However, today's visit was probably the most disappointing.  During Teacher's"
NEGATIVE,"The king suite has large old couch that is fading in color. They could afford the other furniture to replace but kept an old couch. See pic. Also, bathroom light"
NEGATIVE,When you order pizza out its definitely good .. A small place that sometimes struggles to keep up with there orders but the food is great although they can be
NEGATIVE,The only reason why THIS hotel gets 2 stars: nice spacious rooms and prime location! The rest is terrible and is enough for me to not return unless I hear
POSITIVE,"I lost my mind over the half chicken. I don't know what Samantha G. got but that chicken was spot on- crispy skin, hint of smokey, finger lickin' greasy, just"
NEGATIVE,"If you like Mexican food, do not come here. Staff was friendly and the food arrived quick, but the food was bland and I knew at first bite that it"
NEGATIVE,Not good at all. Whose idea was it to replace Popeye's with this place? The waffle fries were crispy and drenched in grease and the tasteless chicken was also drenched.
NEGATIVE,Sorry Melissa but I was never satisfied with the work. When I asked for a quote I was specifically told by Bill that the camera software would be installed because
NEGATIVE,"I was excited to try this café for the first time. The food was great, BUT it was very difficult to overlook the bad service and general disorganization.  Hostess"
POSITIVE,"Waited 2.5 hours for pizza on a Friday.  The cheese plate and antipasto were good, as was the biancoverde.  BUT, the Sonny Boy was among the best pizzas"
NEGATIVE,"Oh Caffe Boa, I don't even know where to start! First off I never give a place 2 stars and it would have been 1 star if I had not"
NEGATIVE,"RUDE OWNER!We have been going to Grimaldi's now Grazzianos for 10 years.  We are a family of 5 and My stepson who is 26, and husband are BIG eaters."
POSITIVE,I went to see John Reep and he was worth the money spent.  It is located in the basement of the Saloon at the NC Music Factory.  It
POSITIVE,"Really Great Brewery, Best Dunkelweizen I have had in town.  My only complaint is that it closes at midnight."
NEGATIVE,OK for $20 Groupon deal. Very limited free seating. $250 for loungechairs. $750 for ottomans. Why would why spend that if I have free drive ks for $20? Pool is
NEGATIVE,"After several  trips to this location  I feel like warning everyone,  this place is slow as slow gets. Several  of us come here for our lunch"
POSITIVE,"Highly recommend!! Everything I have tried has been amazing however, once I ordered the shrimp and grits I have not been able to order anything else."
NEGATIVE,"Wow, where do I begin...for starters, it was obvious that the lead singer could not hit many of the key high pitch notes on many of the songs!!!  Surprising,"
POSITIVE,"arrive very hungry, and ready to eat high caliber food in a casual enviroment. Menu is on a chalk board and only in french but don't be intimidated, the waiter"
NEGATIVE,"Small hole in the wall (literally), not so clean, grungy, cheap nail salon. I tried this place 3 times because although my nails always sucked and broke EVERY time, the"
NEGATIVE,"I went in with high hopes, the decor was fun and certainly a hit with the collage crowd.The people were nice and friendly, and I will always be a fan"
NEGATIVE,"These guys are assholes, pieces of shit must of thought it'd be funny to give us insanely spicy sauce when we asked for mild. I love spicy food, but this"
NEGATIVE,The place itself was...umm okay. Went on a Saturday night and got up to go to the bathroom when walking the security guard pushed me away in the direction of
NEGATIVE,The only reason I gave this place two stars is because of the smoking.  I was under the impression that Lava Lounge was completely non-smoking on Friday and Saturday
POSITIVE,I can't find a better deal for such great fish....
POSITIVE,I took my car in for an oil change it only took 20 minutes I was expecting to be there atleast an hour.  thanks guys.
POSITIVE,"A dinner and a show, simple enough, can sometimes be hard to find.  Luckily, the Tournament of Kings inside Excalibur exists.  I came here with two other friends"
NEGATIVE,"Lunch specials & staff have always been consistently good, but we ordered dinner for pick-up and it was awful, just AWFUL.  Two noodle dishes were overcooked to a stuck"
POSITIVE,"Great Steaks, Great ServiceMet my dad in Vegas... don't get to see him much as we live in different states... we were talking about going out for good steaks and"
NEGATIVE,"I see lots of good reviews here....  but last Saturday Prime at the Bellagio was not on their ""A game"".   The steaks were not good.  They"
POSITIVE,"Tried quite a handful of steak houses in Vegas over the years and this came away with the best combination of service, appetizers, and steak.  The seared Toro at"
POSITIVE,"Been using this groomer for years.  They are friendly and kind with all the pets.  Reasonably priced too. I book the first appointment, otherwise your dog is there"
POSITIVE,"Awesome place with everything you could ever ask for to fulfill your wildest indoor bouldering fantasies.The routes are unique, fun, and challenging with a range of difficulty allowing all range"
NEGATIVE,We had come here a handful of times since moving in down the street. I signed up for the eclub they have online and got a coupon for a special
POSITIVE,"This was such a great show!  Definitely the best Cirque du Soleil show I've seen yet...I loved the costumes, especially the trippy black and white swirly ones.The performance was"
NEGATIVE,Was craving frozen yogurt as a late night snack. Came to this place that I found on yelp. Was a little skeptical when I was pouring the frozen yogurt out
POSITIVE,"I love Lola's!  What a unique place.  The food is deeelish, best sangria in town, hands down, and I'm a sangria snob ;)  Too bad I live"
NEGATIVE,"Six is a cool place. Bartenders make good,stiff drinks. It seems like you see the same people there all the time. One thing is that I rarely go during the"
NEGATIVE,"First off , I have never gotten out of that restaurant without paying at least $30. WIth a family of four , around $80+ not including drinks. The food is"
NEGATIVE,Disclaimer: This review is only for their Sunday brunch. Wasn't impressed by their Sunday brunch. Didn't like the presentation of the buffet. It was in a small area and felt
POSITIVE,I just went in yesterday for a full head of highlights and an all over color and I can honestly say this is the best that my hair has ever
NEGATIVE,"This place just opened at this location in December and being that there are very few places in Queen Creek to eat, I thought I would give it a try."
POSITIVE,"aka: Sicilian Cafe, read the reviews there too.Being a New Yorker at heart I say to you that this is like a NY neighborhood Italian place. I swear it is"
POSITIVE,The filet was delicious! Best service from a Brazilian eatery in quite a while. 3rd time I've eaten here...the service and food continues to improve.
POSITIVE,"Can't wait for next year when they work out all the ""first timer"" mistakes.  Great festival, great fun!  Next year may i suggest buy your tickets early and"
NEGATIVE,"Got there on a Sunday.  Nobody in the restaurant except one guy at the sushi bar.....service, by the female waitress was the worst I have ever experienced.  "
POSITIVE,"My husband and I renewed our vows for our 20th anniversary.  I chose the chapel because the pictures we saw were beautiful.  Dave, the photographer didn't disappoint!"
POSITIVE,"What's the intention when visiting a place called Chocolaterian?  To get something made with chocolate.....duh.  In my case, this review is based solely on my lunch experience. "
POSITIVE,My man EZ!!A lil mad man at workEZ does itYou ask he drawsHard skillsFast with the gunLet it be known
NEGATIVE,"First time stopping in .. Love breakfast joints like this but sad to say that on my first experience here was not a joyous one, do to the lack of"
NEGATIVE,"I tend to get dragged into this particular Ross Store.  But it honestly reminds me of a Goodwill version of Walmart.  I'm not ragging on Goodwill, because I"
POSITIVE,"Sometimes, predictable is a good thing.A dear friend moved away and was coming to visit for a weekend. Turns out, despite being a sucker for anything chicken fried, she had"
NEGATIVE,I have stayed there twice.  The second time I stayed and found out that the night life or lounge they called Brand Steakhouse and Lounge is a very tiny
POSITIVE,We booked a table for seven as we were having a three way birthday celebration.Our table was ready to go as soon as we arrived which was great as with
NEGATIVE,I'm glad I  have the option to only review the buffet as we stayed at TI and loved it. Great deal and room package included a free buffet for
NEGATIVE,My experience at Shalimar Country Club was the worst golfing experience I ever had.  The course itself is in terrible shape and looks like it hasn't had any TLC
POSITIVE,I went in randomly one day and was given a great cut by Ali. She was extremely friendly and knowledgeable. The salon itself was recently remodeled and looks great. I'll
NEGATIVE,"Not the best sushi I've ever had, menu is overpriced. Service was good, but it was 9pm on a Wednesday and they looked overstaffed."
POSITIVE,Phew!! Another coffee review in Pittsburgh. People in Pittsburgh like to be caffeinated !! Located at the  corner of the street with a cute sit out area serving good
NEGATIVE,I will start this review with the fact that I have had absolutely nothing to eat here.  This is because we made a reservation for 7:30 and upon arrival
NEGATIVE,"I have always been a fan of this place but last night the service was just terrible. Our waiter Michael was slow and inattentive, some food was overlooked. And the"
POSITIVE,I have been going to see Kieya for over two years now.  She is without a doubt one of the best massage therapists around.  Kieya is very attentive
NEGATIVE,This place sucks!!! So my wife and I just got married and rented a suite here with a jacuzzi in the room to celebrate our wedding night.1. Walking in it
POSITIVE,Delicious!!!! My husband and I both ordered the roast beef cold sandwich on wheat bread. Very tasty with a ton of meat!!! My husband is from the north and was
POSITIVE,I love Gelato and more importantly I love the Gelato Spot. This particular location has a great patio and the staff are normally very friendly.
NEGATIVE,"NEVER ON A SUNDAYI am running my hands through my burned and broken hair - not to mentioned repeatedly burned scalp - and I am embarrassed to say, not the"
POSITIVE,"I just had a spa day here,  it was an amazing experience.   The facial was the best I'd had in years, she took her time explaining what"
NEGATIVE,Food is ok. Service is slow at best. Saving grace is great views of the LV  strip. Would not repeat for dinner.
NEGATIVE,This place is a joke. Second time I've been in here and they have charged me for items placed on my plate. I was charged $2.50 for small dribble of
NEGATIVE,"Fancy on the outside, Meh on the Inside. Looks fancy with all the nice asian decor everywhere and the high ceilings but overall nothing special. Dance floor is pretty small"
NEGATIVE,Horrible seafood. Horrible martinis. They have a Martini slushi machine. Returned half or food because it smelled so bad. This place is a running joke for us now.
POSITIVE,"I had watched construction of Canteen closely, hoping to myself that the establishment would not be doomed from the start like most of the location's predecessors. On the opening night"
NEGATIVE,"Unfortunately, a roach crawled across the windowsill at the table as we were finishing eating our lunch today. We went based on the positive yelp reviews and are regretting our"
POSITIVE,I went to the T-mobile store with an issue with Google Maps crashing on my brand new G_S4 in one of the sub menus. The staff and manager were very
NEGATIVE,Very  bad customer service. .would  never  recommend this place to anybody. Talk to you any kind of way . they rush in and rush u out .
POSITIVE,First stop on my 2015 Las Vegas Brewery tour and my friend and I had a great outing. I was able to sample a couple of their IPA's brewed right
POSITIVE,"La cuisine est élaborée dans sa simplicité avec de belles propositions du jour et une carte pour grignoter ou manger à sa faim. Style brasserie pour son service, le choix"
POSITIVE,I have been here 5 times now and have had a great experience every time.  The last show I saw there was Pinback and it was quite a good
NEGATIVE,Was just served cajun chicken. RAW in the middle! Hopefully I don't get sick. Manager was nice and apologetic and removed the chicken from my bill. Definitely need someone overseeing
POSITIVE,"We ordered the following for breakfast:Ban Xeo (Pan-fried flour crepe with shrimp, pork, and bamboo shoots)Banh Mi Trung Rang (French bread sandwich with fried egg omelette)Chao Thap Cam (Rice porridge"
NEGATIVE,This place has so few chairs! They really need to consider it's to hot to sit on the ground and they always have a horrible ant problem!
POSITIVE,"This is by far one of the best buffets in Vegas, if not.....the best!  I always say I'll take pictures next time, but never do. It is pricey, but"
NEGATIVE,I am only rating this particular experience. But my boyfriend and I come here one a week or so maybe once every two weeks. U remember roman use to be
NEGATIVE,"There are homeless people everywhere in here.Other than that, this is Taco Bell and you know the drill."
POSITIVE,This review is for the RV Park as well as the Casino.  The  checkin process is fast and painless and they give you an excellent map to your
NEGATIVE,"These ob doctors have completely lost touch with the needs of their patients.  They forget that just because they deliver babies everyday, doesn't mean that this isn't a once"
POSITIVE,"This place is life changing! I've done every workout program, been to every gym, and this place is hands down the best thing I've done for myself! Everyone is extremely"
NEGATIVE,I called this place as a first time customer and I had a few questions!!Omg the lady was so rude!!I could not believe it!!!I will never call this place again!!!Always
POSITIVE,"We had walnut shrimp, shrimp fried rice, salt and pepper calamari and stir fried snow pea leafs and garlic. All very good and the serviced was awesome as well! YES"
NEGATIVE,Poor quality oysters and crab. Zero flavor in the crab legs. The meat was sort of brown... Oysters luke warm. Not a fan. Overpriced for the poor quality of seafood.
POSITIVE,I love how customer service oriented this place is. I went in last thursday and they were having a wine tasting later in the evening. I ended up recieving a
POSITIVE,"Very spendy, but delicious. Expect as a 2-top to walk out of there with no less than $150 for the night. Depending on your fancy!Apps: The seafood tower to me"
POSITIVE,"Order for take out today.  SOOO GOOD, we got the stuffed pizza along with a salad.  When I called she was very pleasnant and polite.  I arived"
NEGATIVE,"My review of US Air is based on my trips after the merger with American.  I thought US Air was pretty decent before the merger, now they are getting"
NEGATIVE,This place is ok.  The first time we went it wasn't to my liking at all.  It's overpriced.  We've been back since but it still lacks something.
POSITIVE,This is not your average vape shop. This place is far superior than any vape shop in Las Vegas/Henderson. It has a modern luxury design and atmosphere. The staff is
NEGATIVE,Well the pizza here is good. It is always fresh and hot. Best fast food pizza around. But the service was terrible!!! Took almost 2 hours to get my delivery
POSITIVE,"Huge portions and can cure you from your long night of having too much fun.  The pastries have all been disappointing to me, but their country fried steak is"
POSITIVE,"I must say, Chris Hornak really knows how to upgrade a Vegas experience to the fullest. I've been to Vegas more times than I can count and never have I"
NEGATIVE,Was disappointed with our meal at Scramble this time. We have eaten here before and it was fine. Not great but acceptable. My over medium eggs were really over easy
NEGATIVE,Why can't I rate them LESS than 1 star? I always dread contact Cox because you always wait forever only to be transferred to another service person and then another
POSITIVE,We went on a Sunday night with our 2 young children and it was a night to remember. From attentive staff to the chef who himself brought out my daughters
POSITIVE,"I LOVE THIS SPOT! I've been a very loyal client to my dear friend Marianne, the owner, since I was living across the street!Now, I WON'T GO ANYWHERE ELSE TO"
POSITIVE,Freaking YUM!!!We ventured to Andrea's last weekend while in Vegas.  We had been to the old SWITCH so were interested to see what they had done with the place.
NEGATIVE,"Tina needs to get a dose of reality. After I was harassed and verbally abused for leaving a negative review, Tina responded to it as well (my original review). Note"
NEGATIVE,"SCAM, SCAM, SCAM!!!!!!!!!Buyer beware! They will scam you out of your money and leave you standing there wondering what just happened. We booked with Showtime Shuttles through Orbitz, figuring we"
POSITIVE,"Our first visit here is one we will not soon forget! It is located in the back out a shopping center,  arriving at 11p.m. on a Thursday night. With"
POSITIVE,Really good fresh Baja style Mexican food that is much better than many restaurants in the valley.  One of my newest faves is the blackened tillapia taco.  Low
POSITIVE,"Seriously phenomenal! I adore sweet treats. So, finding a place that truly is the best of the best and has a huge variety is amazing. The decor was adorable, the"
NEGATIVE,This Baja Fresh really didn't impress me.  It's pricey considering that all you're getting is meat in a tortilla.  It doesn't have that Mexican feel to it and
POSITIVE,Came back and tried the Japanese BBQ and a cardamom sugar donut. So good! I love it. Even when the person in front of me took the last two blueberry
NEGATIVE,By far the worst sushi experience I have ever had. I would not recommend this restaurant to anyone. I eat sushi fairly often and have a few spots in phoenix
POSITIVE,"I just got my two jackets done, excellent. I only paid $6 dollars, I was amazed. I used to pay $11 for both of my jackets and I must say"
POSITIVE,Worth every penny!! Shaken Beef with Garlic Noodles and Pho were amazing!!! Very classy and clean!! Will definitely be coming back!
POSITIVE,Went to the new location this morning and was pleased with the new spot...I chose the steak n egg quesadilla hoping for a smaller portion than the normal huge burritos
POSITIVE,"Irgendwie habe ich die letzten Jahre dieses Café komplett ignoriert. War wohl ein Fehler. Ich bin hier unzählige male vorbeigelaufen und hatte auch schon mal draussen einen Café getrunken, aber"
NEGATIVE,"Sorry, but I Love Burgers isn't that great. I should have known better when I saw all of the signs in the mall that stated ""Tell them Dante sent you"
POSITIVE,Awesome fries with green Chile queso. Classic burger with carmelized onions and the Thunderbird (Chicken) burger is to die for. Great eats.
POSITIVE,"Helpful staff, wonderful food. Love the breakfast here. Staff is plesant. Parking is OK. Friday nights typically have good eye candy too!"
POSITIVE,I took advantage of the restaurant week to try out this restaurant. There are several other steak restaurants closer to my house and never had an opportunity to try this
NEGATIVE,"I will always love the place for its wonderful decor, but was saddened to be greeted most recently with tunes reminiscent of a Miami club. The music improved as we"
NEGATIVE,I took my family here while we were staying at Great Wolf Lodge one night strictly based on the other 3 yelp reviews at the time (one 5 star and
POSITIVE,"This is my favorite casino restaurant in Las Vegas. I've tried a lot of things on the menu here and have never been disappointed.Although they have good pizzas, the rest"
POSITIVE,Wonderful food served by very nice guys who obviously love what they are doing.We went to Gaucho during a weekend visit to Pittsburgh. We wanted to eat at a local
NEGATIVE,"A colleague and I stopped by for a drink. Sara L was our waitress and it was the worst service we've ever experienced. She was rude, flippant, and talked back"
NEGATIVE,"Seriously, I felt I wasted two hundred dollars and if I wanted his treatment plan it would cost me an additional 150.00.  He spent 30 minutes asking me how"
NEGATIVE,"I wasn't going to write this review until I spoke with the lady working here, she listened to me about the rude group behind me then said she wouldn't give"
POSITIVE,I never stay in this hotel but I always come for buffet or break time from my work ! Buffet is very cheap and delicious ! And people working here
NEGATIVE,This place leaves much to be desired.  The staff is incompetent.  Very poor customer service.  So everyone it the buildings in the west side had to be
NEGATIVE,I brought my Isuzu Rodeo into this location of Brakes Plus during the first week of January 2010 because I received a coupon in the mail and had heard the
POSITIVE,"I'm not a seafood eater but my wife loves it, so we decided to drop by for lunch the other day and we had a great time.Great food and service"
POSITIVE,J'adore cet endroit! Si bien que je prévois en parler sur mon blog gourmand prochainement pour le faire découvrir au plus grand nombre possible de personnes!William J Walter est un
NEGATIVE,"Ah, Pure. So much hype around this place and the line outside sure proves it. It is a breeze for girls to get in and pure rubbish (for lack of"
NEGATIVE,"Wouldn't know anything about their food, because 90 minutes after ordering it, it hadn't arrived.  Of course all three times we called we were told he was ""on his"
POSITIVE,"Been here twice now. Fast friendly service. Food is great, full menu served all day which is great if you want breakfast for dinner."
POSITIVE,"OK, wanted to have a nice night out with my wife while in Vegas.  Too many choices of high end restaurants.  Settled on Firefly based on tapas style,"
NEGATIVE,"I recently walked into this place an hour before closing to be told that they have no pizza. Yes, you heard me, they have NO PIZZA. The rather flippant teenager"
POSITIVE,I have eaten here several times.  I have only had the chicken bowls.  I get the brown rice version.  The food is very carefully prepared.  The
NEGATIVE,"Not worth the money, even with a Living Social. Disappointing. Food tasted frozen and canned. Better off at Olive Garden. In desperate need of a visit from Robert Irvine and"
NEGATIVE,Went in to this place to get a gelato. It tasted like it had sat in a freezer uncovered and had taken on the taste of the freezer. Disappointing because
POSITIVE,Excellent! The bbq Mahi Mahi tacos were delicious! They were probably the BEST fish tacos I've ever had. The service was good and our food came out in a timely
NEGATIVE,This place is cool but food and service sucks. I've been a few times and food was horrible. First time got fried chicken salad.. Chicken came out cold. Second a
NEGATIVE,"I paid $30 for just me and my boyfriend; for the oldest, nastiest food ever. The fried chicken was so old that I could not bite into it, it was"
POSITIVE,"This is an update - service much better this time and even the chefs are talking to me, very cool and great value on a Monday ...."
NEGATIVE,O      M         G         !Tonight there was an actual clip
POSITIVE,"I loveeee this place!!!!!!  Video games, byob, snacks what more can you ask for. I love that you can bring your own beer or wine into this place!! "
POSITIVE,The best Mexican ever. Staff are very professional and friendly. Dont leave Vegas until you eat at Carlitos.
POSITIVE,"Good standard breakfast fare near Mill Avenue.  The menu is full of all the usual suspects...omelets, bacon and eggs, breakfast burritos, etc.  Very cozy, extremely laid-back atmosphere. "
NEGATIVE,1st I have to say that the service was wonderful & everyone there was extremely kind & helpful. We arrived with a reservation & were promptly seated & greeted by
POSITIVE,"As far as Targets go, this one wasn't bad. I was mostly checking out their board games and action figures and this store seemed to actually have stuff in stock"
NEGATIVE,What do you do when you get home and your order is wrong?  You call them to give them the opportunity to correct the problem.  What did I
POSITIVE,I went to this Salon and had my hair and color done by Shantal.     WOW!! what a great place!! It has facilities for photo shoots multimedia..etc
POSITIVE,"Mache Bacchus is amazing.  Entering thru a fine wine shop, you can pick up something reasonably price.  Then, proceed to your table.On the outdoor deck, you'll be treated"
POSITIVE,"We first came to Living Spaces two days after they opened, and were very impressed. Beautiful, spacious, and well thought out floor plan. Nice furniture and accessories, set up in"
NEGATIVE,My recent visit for an oil change was nothing short of a disaster. Let's understand for a moment that I have been there before to have my oil changed and
NEGATIVE,Decided to try out CrossFit Charlotte while visiting Charlotte for the weekend. We knew being visitors that we would have to pay a drop in fee and sign a waiver.
POSITIVE,Since the last post my diet has changed dramatically. I had to learn how to find the right places to eat and Acacia was one that I now frequent because
POSITIVE,"A Strip institution!  Try the specialty pancakes and you won't be sorry.  If you go on a weekend, be prepared to stand in line (even in the winter)"
POSITIVE,My son likes me to take him here whenever we're in town. Not really much for ordinary people to buy. Seems like the place mostly exists to shoot Pawn Stars
NEGATIVE,Third time here everything was great until midnight when the graveyard bartender came on shift. I have never felt so disrespected In a place of business in my life. I
NEGATIVE,"This is just your avarage sports bar, I was really hoping for better when they opened by my place. I have now been there three times and not once have"
NEGATIVE,"What am I missing here?While waiting in line, people kept raving about how good this popcorn (originally from Chicago) is.  Like literally on and on how this is the"
NEGATIVE,I've been here twice (because after my first time I didn't want to go back but decided to give it another try). Both times they were slow behind the counter
NEGATIVE,"Terrible service, the sales attendants are idiots and the auto glass guys are no better.  The owner of Hayden Auto Spa might want to get with it and realize"
NEGATIVE,"Run for the hills! I'm glad I planned some extra time, because I spent quite a long time in line here. As I stood in line watching each customer, each"
NEGATIVE,I got a gel manicure here and It looked great the first day. 3 days later my pointer finger began chipping. One day after that my thumb began chipping. I
POSITIVE,5 for everything except their tea. We've eaten here at least 18 times since the week they opened. We know the owners and we have come to depend on the
NEGATIVE,no no no no no
POSITIVE,Hidden gem in China town. My go to Thai place from now on. The prices are fairly low and the food itself is really good.
POSITIVE,"Sooo I was driving back to work and noticed the 3.50$ Chicken Teriyaki lunch special, I drove back and ordered the special. OH EM GEEE! It was delicious, well cooked"
POSITIVE,"I made reservations for my boyfriend's birthday - dinner for us. They have contact information to make reservations ahead of time on their website, but I wanted to try my"
NEGATIVE,My review is strictly based on service. I've been in the bar/restaurant industry for 10+ years and if I ever got caught talking the way these bar tenders were behind
POSITIVE,Good selection of food trucks. It was fun and we will definitely be back!
NEGATIVE,"My husband and I have visited this restaurant twice. Both times the food was incredible- we loved the burger and sushi bento boxes. However the second time we visited, two"
POSITIVE,"Coca Cafe is officially on my ""Top-5"" list for eggs benedict variations. The fried eggplant benedict with basil pesto hollandaise and roasted tomatoes was gorgeously executed. The eggs were poached"
POSITIVE,I now have been back many times and my love for this Joint is steadfast... I've now ventured beyond the Fry Bread and still my 5 star rating remains... Please
NEGATIVE,This place is just ok. It looks nice and we hoped for the best but it felt like a large fake chain. We had a large technology group who wanted
NEGATIVE,This was my first time eating here.... I told the cashier that it was my first time and asked for assistance with the most popular meal.  The customer service
POSITIVE,"Great dog park! Well maintained. Used to be a dirt lot, but the citizens of Scottsdale took up the cause and the city takes better care of the place.Always nice"
POSITIVE,"Decided to give this place a try this trip into Vegas, having been to the original location in Munich on one of our trips to Europe. There are definitely aspects"
NEGATIVE,"This is a $hit hole w bunch of ""I just turned 21 woot woot""ers in slutty attires obnoxiously drunk running around.  The service is bad. Very bad. (I waited"
POSITIVE,"We came to this restaurant for years as the San Lorenzo. It has had its ups and downs, the new menu is good - but most important, the service and"
NEGATIVE,"I have been shopping at BBQ Galore for about 14 months.  I usually shop in the Chandler location, but ended up stopping by the Scottsdale location near desert ridge."
POSITIVE,"Great, fast, friendly service. The gentlemen working the front counter was happy to help my girlfriend and I with suggestions. The food came out quickly. We got a steak bowl"
POSITIVE,"Nothing special,  but the staff was really really nice.  I'm not sure I would pay that price again for a little macaroni,  but it was cheesy."
NEGATIVE,"I've stayed here twice and had ""meh"" experiences both times. Both were for the weekend of EDC Las Vegas, so late June last year and early June this year. Last"
NEGATIVE,"We made a reservation for 14 people for a birthday dinner the night before we went, but they didn't even take down our reservation and we had to wait an"
POSITIVE,Joe's Seafood...why had I not dined with you sooner?  Is it because I discounted you for being at the end of the Caesar's Forum shops?  Or is it
NEGATIVE,"Waited 20 mins at 3:20 pm at bar with water and menus.  Empty restaurant.  No service completely ignored us.  Mario, please get control of this restaurant."
NEGATIVE,"What in the world happened here?? This place used to be good, with the usual and expected full menu of American-ized Mexican takeout food, including beef, chicken, pork and other"
NEGATIVE,I see a whole bunch of reviews from girls who wouldn't have a tough time getting in anywhere in Vegas but what about the guys. I read bottle service was
